assignment,scope,phi_start_deg,phi_width_deg,theta_deg,phi_deg,basis,feed,baseline,left_source,right_source,left_mag,right_mag,left_mag_rel_db,right_mag_rel_db,pdoa_deg,valid,pdoa_unwrapped_deg
A_H__B_V,best270,135.000000,270.000000,60.000000,45.000000,H,A,E2-E3,P2A,P3A,2208.164431,2284.707276,-4.315105,-4.019122,-121.149376,True,238.850624
A_H__B_V,best270,135.000000,270.000000,60.000000,135.000000,H,A,E2-E3,P2A,P3A,628.188843,1907.819590,-15.233929,-5.584987,-152.411838,True,207.588162
A_H__B_V,best270,135.000000,270.000000,60.000000,140.000000,H,A,E2-E3,P2A,P3A,687.865068,2007.265142,-14.445668,-5.143639,-153.137282,True,206.862718
A_H__B_V,best270,135.000000,270.000000,60.000000,145.000000,H,A,E2-E3,P2A,P3A,736.551177,2073.756343,-13.851675,-4.860579,-156.635104,True,203.364896
A_H__B_V,best270,135.000000,270.000000,60.000000,150.000000,H,A,E2-E3,P2A,P3A,767.463956,2109.086051,-13.494574,-4.713848,-162.304263,True,197.695737
A_H__B_V,best270,135.000000,270.000000,60.000000,155.000000,H,A,E2-E3,P2A,P3A,780.024649,2119.367467,-13.353567,-4.671608,-169.783071,True,190.216929
A_H__B_V,best270,135.000000,270.000000,60.000000,160.000000,H,A,E2-E3,P2A,P3A,778.675679,2113.872261,-13.368601,-4.694159,-178.885213,True,181.114787
A_H__B_V,best270,135.000000,270.000000,60.000000,165.000000,H,A,E2-E3,P2A,P3A,771.105170,2102.446016,-13.453461,-4.741236,170.510679,True,170.510679
A_H__B_V,best270,135.000000,270.000000,60.000000,170.000000,H,A,E2-E3,P2A,P3A,766.047604,2092.442977,-13.510618,-4.782661,158.589443,True,158.589443
A_H__B_V,best270,135.000000,270.000000,60.000000,175.000000,H,A,E2-E3,P2A,P3A,771.024799,2086.590521,-13.454367,-4.806989,145.719278,True,145.719278
A_H__B_V,best270,135.000000,270.000000,60.000000,180.000000,H,A,E2-E3,P2A,P3A,790.338816,2082.676924,-13.239467,-4.823295,132.482888,True,132.482888
A_H__B_V,best270,135.000000,270.000000,60.000000,185.000000,H,A,E2-E3,P2A,P3A,823.763645,2074.869316,-12.879681,-4.855919,119.543194,True,119.543194
A_H__B_V,best270,135.000000,270.000000,60.000000,190.000000,H,A,E2-E3,P2A,P3A,866.605039,2055.794647,-12.439309,-4.936139,107.411109,True,107.411109
A_H__B_V,best270,135.000000,270.000000,60.000000,195.000000,H,A,E2-E3,P2A,P3A,911.241470,2018.588362,-12.003064,-5.094778,96.299086,True,96.299086
A_H__B_V,best270,135.000000,270.000000,60.000000,200.000000,H,A,E2-E3,P2A,P3A,949.270465,1958.460948,-11.647934,-5.357435,86.146091,True,86.146091
A_H__B_V,best270,135.000000,270.000000,60.000000,205.000000,H,A,E2-E3,P2A,P3A,973.255076,1873.556542,-11.431200,-5.742397,76.743093,True,76.743093
A_H__B_V,best270,135.000000,270.000000,60.000000,210.000000,H,A,E2-E3,P2A,P3A,977.738889,1765.010361,-11.391276,-6.260788,67.859828,True,67.859828
A_H__B_V,best270,135.000000,270.000000,60.000000,215.000000,H,A,E2-E3,P2A,P3A,959.716548,1636.286400,-11.552874,-6.918547,59.325875,True,59.325875
A_H__B_V,best270,135.000000,270.000000,60.000000,220.000000,H,A,E2-E3,P2A,P3A,918.769398,1492.089821,-11.931603,-7.719834,51.062758,True,51.062758
A_H__B_V,best270,135.000000,270.000000,60.000000,225.000000,H,A,E2-E3,P2A,P3A,856.892047,1337.275053,-12.537211,-8.671319,43.081639,True,43.081639
A_H__B_V,best270,135.000000,270.000000,60.000000,230.000000,H,A,E2-E3,P2A,P3A,777.968840,1176.103409,-13.376489,-9.786823,35.465140,True,35.465140
A_H__B_V,best270,135.000000,270.000000,60.000000,235.000000,H,A,E2-E3,P2A,P3A,686.983549,1011.985945,-14.456807,-11.092244,28.348694,True,28.348694
A_H__B_V,best270,135.000000,270.000000,60.000000,240.000000,H,A,E2-E3,P2A,P3A,589.240179,847.657879,-15.789886,-12.631321,21.907860,True,21.907860
A_H__B_V,best270,135.000000,270.000000,60.000000,245.000000,H,A,E2-E3,P2A,P3A,490.018565,685.748886,-17.391483,-14.472431,16.337148,True,16.337148
A_H__B_V,best270,135.000000,270.000000,60.000000,250.000000,H,A,E2-E3,P2A,P3A,395.225733,530.109616,-19.258829,-16.708420,11.731448,True,11.731448
A_H__B_V,best270,135.000000,270.000000,60.000000,255.000000,H,A,E2-E3,P2A,P3A,313.899206,389.641052,-21.259929,-19.382439,7.444922,True,7.444922
A_H__B_V,best270,135.000000,270.000000,60.000000,260.000000,H,A,E2-E3,P2A,P3A,262.767914,290.112826,-22.804287,-21.944395,-0.021598,True,-0.021598
A_H__B_V,best270,135.000000,270.000000,60.000000,265.000000,H,A,E2-E3,P2A,P3A,263.381206,284.965289,-22.784038,-22.099894,-12.901414,True,-12.901414
A_H__B_V,best270,135.000000,270.000000,60.000000,270.000000,H,A,E2-E3,P2A,P3A,317.686804,385.813360,-21.155750,-19.468188,-20.108496,True,-20.108496
A_H__B_V,best270,135.000000,270.000000,60.000000,275.000000,H,A,E2-E3,P2A,P3A,405.644939,544.774914,-19.032812,-16.471392,-20.951695,True,-20.951695
A_H__B_V,best270,135.000000,270.000000,60.000000,280.000000,H,A,E2-E3,P2A,P3A,509.896362,734.265127,-17.046095,-13.878675,-19.385346,True,-19.385346
A_H__B_V,best270,135.000000,270.000000,60.000000,285.000000,H,A,E2-E3,P2A,P3A,621.105751,945.880231,-15.332423,-11.679011,-16.570575,True,-16.570575
A_H__B_V,best270,135.000000,270.000000,60.000000,290.000000,H,A,E2-E3,P2A,P3A,734.547138,1177.149565,-13.875340,-9.779101,-12.684904,True,-12.684904
A_H__B_V,best270,135.000000,270.000000,60.000000,295.000000,H,A,E2-E3,P2A,P3A,848.066527,1426.547757,-12.627135,-8.110007,-7.705989,True,-7.705989
A_H__B_V,best270,135.000000,270.000000,60.000000,300.000000,H,A,E2-E3,P2A,P3A,961.332144,1691.477356,-11.538264,-6.630410,-1.584629,True,-1.584629
A_H__B_V,best270,135.000000,270.000000,60.000000,305.000000,H,A,E2-E3,P2A,P3A,1075.492798,1967.261450,-10.563583,-5.318492,5.712566,True,5.712566
A_H__B_V,best270,135.000000,270.000000,60.000000,310.000000,H,A,E2-E3,P2A,P3A,1192.825848,2246.752510,-9.664193,-4.164629,14.183685,True,14.183685
A_H__B_V,best270,135.000000,270.000000,60.000000,315.000000,H,A,E2-E3,P2A,P3A,1316.230927,2520.569215,-8.809092,-3.165761,23.779506,True,23.779506
A_H__B_V,best270,135.000000,270.000000,60.000000,320.000000,H,A,E2-E3,P2A,P3A,1448.591956,2777.995653,-7.976812,-2.321102,34.401270,True,34.401270
A_H__B_V,best270,135.000000,270.000000,60.000000,325.000000,H,A,E2-E3,P2A,P3A,1592.124688,3008.424467,-7.156192,-1.628951,45.908223,True,45.908223
A_H__B_V,best270,135.000000,270.000000,60.000000,330.000000,H,A,E2-E3,P2A,P3A,1747.794517,3203.006179,-6.345926,-1.084578,58.128941,True,58.128941
A_H__B_V,best270,135.000000,270.000000,60.000000,335.000000,H,A,E2-E3,P2A,P3A,1914.744464,3356.012546,-5.553517,-0.679262,70.871146,True,70.871146
A_H__B_V,best270,135.000000,270.000000,60.000000,340.000000,H,A,E2-E3,P2A,P3A,2089.624596,3465.465560,-4.794368,-0.400502,83.932963,True,83.932963
A_H__B_V,best270,135.000000,270.000000,60.000000,345.000000,H,A,E2-E3,P2A,P3A,2265.974340,3532.864641,-4.090634,-0.233194,97.122890,True,97.122890
A_H__B_V,best270,135.000000,270.000000,60.000000,350.000000,H,A,E2-E3,P2A,P3A,2434.211170,3562.223800,-3.468569,-0.161310,110.287657,True,110.287657
A_H__B_V,best270,135.000000,270.000000,60.000000,355.000000,H,A,E2-E3,P2A,P3A,2582.795713,3558.850556,-2.953932,-0.169539,123.334202,True,123.334202
A_H__B_V,best270,135.000000,270.000000,60.000000,0.000000,V,B,E2-E3,P2B,P3B,3275.799177,1628.478915,-0.889388,-6.960091,64.181897,True,64.181897
A_H__B_V,best270,135.000000,270.000000,60.000000,5.000000,V,B,E2-E3,P2B,P3B,3302.505187,1548.754080,-0.818863,-7.396084,83.533319,True,83.533319
A_H__B_V,best270,135.000000,270.000000,60.000000,10.000000,V,B,E2-E3,P2B,P3B,3305.415499,1501.402654,-0.811212,-7.665790,102.960831,True,102.960831
A_H__B_V,best270,135.000000,270.000000,60.000000,15.000000,V,B,E2-E3,P2B,P3B,3285.190144,1484.616616,-0.864523,-7.763447,121.487876,True,121.487876
A_H__B_V,best270,135.000000,270.000000,60.000000,20.000000,V,B,E2-E3,P2B,P3B,3241.529036,1487.356124,-0.980735,-7.747434,138.374336,True,138.374336
A_H__B_V,best270,135.000000,270.000000,60.000000,25.000000,V,B,E2-E3,P2B,P3B,3173.537653,1495.074795,-1.164860,-7.702475,153.289862,True,153.289862
A_H__B_V,best270,135.000000,270.000000,60.000000,30.000000,V,B,E2-E3,P2B,P3B,3080.380733,1494.771211,-1.423646,-7.704239,166.222877,True,166.222877
A_H__B_V,best270,135.000000,270.000000,60.000000,35.000000,V,B,E2-E3,P2B,P3B,2962.115645,1477.505866,-1.763693,-7.805149,177.304692,True,177.304692
A_H__B_V,best270,135.000000,270.000000,60.000000,40.000000,V,B,E2-E3,P2B,P3B,2820.650331,1439.078851,-2.188749,-8.034042,-173.312841,True,186.687159
A_H__B_V,best270,135.000000,270.000000,60.000000,45.000000,V,B,E2-E3,P2B,P3B,2660.516527,1379.798124,-2.696414,-8.399423,-165.504539,True,194.495461
A_H__B_V,best270,135.000000,270.000000,60.000000,135.000000,V,B,E2-E3,P2B,P3B,1923.354209,777.084995,-5.514548,-13.386363,146.332266,True,146.332266
A_H__B_V,best270,135.000000,270.000000,60.000000,140.000000,V,B,E2-E3,P2B,P3B,1979.149125,826.892558,-5.266163,-12.846752,134.737571,True,134.737571
A_H__B_V,best270,135.000000,270.000000,60.000000,145.000000,V,B,E2-E3,P2B,P3B,2024.010546,877.662302,-5.071478,-12.329185,122.982226,True,122.982226
A_H__B_V,best270,135.000000,270.000000,60.000000,150.000000,V,B,E2-E3,P2B,P3B,2051.369109,927.431761,-4.954857,-11.850094,111.499824,True,111.499824
A_H__B_V,best270,135.000000,270.000000,60.000000,155.000000,V,B,E2-E3,P2B,P3B,2054.975784,973.817099,-4.939599,-11.426186,100.638606,True,100.638606
A_H__B_V,best270,135.000000,270.000000,60.000000,160.000000,V,B,E2-E3,P2B,P3B,2031.373917,1013.572688,-5.039936,-11.078636,90.561257,True,90.561257
A_H__B_V,best270,135.000000,270.000000,60.000000,165.000000,V,B,E2-E3,P2B,P3B,1981.797686,1042.677359,-5.254547,-10.832735,81.224013,True,81.224013
A_H__B_V,best270,135.000000,270.000000,60.000000,170.000000,V,B,E2-E3,P2B,P3B,1912.090842,1057.158518,-5.565563,-10.712931,72.436351,True,72.436351
A_H__B_V,best270,135.000000,270.000000,60.000000,175.000000,V,B,E2-E3,P2B,P3B,1830.523878,1054.610504,-5.944226,-10.733892,63.954483,True,63.954483
A_H__B_V,best270,135.000000,270.000000,60.000000,180.000000,V,B,E2-E3,P2B,P3B,1744.830247,1035.843813,-6.360670,-10.889848,55.551595,True,55.551595
A_H__B_V,best270,135.000000,270.000000,60.000000,185.000000,V,B,E2-E3,P2B,P3B,1660.212826,1005.667232,-6.792458,-11.146648,47.040119,True,47.040119
A_H__B_V,best270,135.000000,270.000000,60.000000,190.000000,V,B,E2-E3,P2B,P3B,1579.163520,972.120546,-7.227191,-11.441331,38.270514,True,38.270514
A_H__B_V,best270,135.000000,270.000000,60.000000,195.000000,V,B,E2-E3,P2B,P3B,1502.515897,944.444736,-7.659352,-11.692203,29.156473,True,29.156473
A_H__B_V,best270,135.000000,270.000000,60.000000,200.000000,V,B,E2-E3,P2B,P3B,1430.440840,930.726859,-8.086336,-11.819289,19.745290,True,19.745290
A_H__B_V,best270,135.000000,270.000000,60.000000,205.000000,V,B,E2-E3,P2B,P3B,1362.576596,935.934814,-8.508515,-11.770821,10.274999,True,10.274999
A_H__B_V,best270,135.000000,270.000000,60.000000,210.000000,V,B,E2-E3,P2B,P3B,1297.548005,960.651981,-8.933265,-11.544412,1.121893,True,1.121893
A_H__B_V,best270,135.000000,270.000000,60.000000,215.000000,V,B,E2-E3,P2B,P3B,1232.782796,1000.919927,-9.378002,-11.187747,-7.369167,True,-7.369167
A_H__B_V,best270,135.000000,270.000000,60.000000,220.000000,V,B,E2-E3,P2B,P3B,1165.267805,1049.541421,-9.867219,-10.775742,-15.051330,True,-15.051330
A_H__B_V,best270,135.000000,270.000000,60.000000,225.000000,V,B,E2-E3,P2B,P3B,1093.043553,1098.418143,-10.422984,-10.380380,-22.035619,True,-22.035619
A_H__B_V,best270,135.000000,270.000000,60.000000,230.000000,V,B,E2-E3,P2B,P3B,1016.650007,1140.860434,-11.052304,-10.051083,-28.658633,True,-28.658633
A_H__B_V,best270,135.000000,270.000000,60.000000,235.000000,V,B,E2-E3,P2B,P3B,939.882785,1173.007799,-11.734260,-9.809716,-35.413466,True,-35.413466
A_H__B_V,best270,135.000000,270.000000,60.000000,240.000000,V,B,E2-E3,P2B,P3B,869.748557,1194.123192,-12.407859,-9.654751,-42.846326,True,-42.846326
A_H__B_V,best270,135.000000,270.000000,60.000000,245.000000,V,B,E2-E3,P2B,P3B,815.719042,1206.016138,-12.964922,-9.568671,-51.366793,True,-51.366793
A_H__B_V,best270,135.000000,270.000000,60.000000,250.000000,V,B,E2-E3,P2B,P3B,788.024042,1212.053352,-13.264944,-9.525299,-60.953860,True,-60.953860
A_H__B_V,best270,135.000000,270.000000,60.000000,255.000000,V,B,E2-E3,P2B,P3B,794.633343,1216.183936,-13.192398,-9.495748,-70.943199,True,-70.943199
A_H__B_V,best270,135.000000,270.000000,60.000000,260.000000,V,B,E2-E3,P2B,P3B,838.090869,1222.238175,-12.729911,-9.452617,-80.243852,True,-80.243852
A_H__B_V,best270,135.000000,270.000000,60.000000,265.000000,V,B,E2-E3,P2B,P3B,914.886418,1233.560140,-11.968390,-9.372527,-87.918692,True,-87.918692
A_H__B_V,best270,135.000000,270.000000,60.000000,270.000000,V,B,E2-E3,P2B,P3B,1017.863758,1252.891056,-11.041941,-9.237467,-93.536131,True,-93.536131
A_H__B_V,best270,135.000000,270.000000,60.000000,275.000000,V,B,E2-E3,P2B,P3B,1139.091165,1282.368395,-10.064564,-9.035477,-97.069950,True,-97.069950
A_H__B_V,best270,135.000000,270.000000,60.000000,280.000000,V,B,E2-E3,P2B,P3B,1271.373269,1323.526011,-9.110272,-8.761084,-98.653358,True,-98.653358
A_H__B_V,best270,135.000000,270.000000,60.000000,285.000000,V,B,E2-E3,P2B,P3B,1408.666190,1377.230508,-8.219572,-8.415601,-98.422314,True,-98.422314
A_H__B_V,best270,135.000000,270.000000,60.000000,290.000000,V,B,E2-E3,P2B,P3B,1546.222086,1443.536411,-7.410296,-8.007179,-96.464012,True,-96.464012
A_H__B_V,best270,135.000000,270.000000,60.000000,295.000000,V,B,E2-E3,P2B,P3B,1680.886654,1521.480843,-6.684965,-7.550404,-92.822508,True,-92.822508
A_H__B_V,best270,135.000000,270.000000,60.000000,300.000000,V,B,E2-E3,P2B,P3B,1811.508566,1608.871762,-6.034926,-7.065305,-87.528729,True,-87.528729
A_H__B_V,best270,135.000000,270.000000,60.000000,305.000000,V,B,E2-E3,P2B,P3B,1939.141894,1702.146350,-5.443542,-6.575796,-80.638582,True,-80.638582
A_H__B_V,best270,135.000000,270.000000,60.000000,310.000000,V,B,E2-E3,P2B,P3B,2066.677715,1796.366803,-4.890278,-6.107833,-72.265844,True,-72.265844
A_H__B_V,best270,135.000000,270.000000,60.000000,315.000000,V,B,E2-E3,P2B,P3B,2197.758048,1885.376079,-4.356136,-5.687774,-62.594329,True,-62.594329
A_H__B_V,best270,135.000000,270.000000,60.000000,320.000000,V,B,E2-E3,P2B,P3B,2335.224524,1962.102831,-3.829161,-5.341298,-51.857214,True,-51.857214
A_H__B_V,best270,135.000000,270.000000,60.000000,325.000000,V,B,E2-E3,P2B,P3B,2479.678428,2019.043172,-3.307826,-5.092821,-40.285144,True,-40.285144
A_H__B_V,best270,135.000000,270.000000,60.000000,330.000000,V,B,E2-E3,P2B,P3B,2628.713105,2049.027328,-2.800870,-4.964779,-28.041636,True,-28.041636
A_H__B_V,best270,135.000000,270.000000,60.000000,335.000000,V,B,E2-E3,P2B,P3B,2777.054832,2046.374305,-2.324044,-4.976032,-15.171473,True,-15.171473
A_H__B_V,best270,135.000000,270.000000,60.000000,340.000000,V,B,E2-E3,P2B,P3B,2917.521440,2008.391585,-1.895452,-5.138766,-1.581323,True,-1.581323
A_H__B_V,best270,135.000000,270.000000,60.000000,345.000000,V,B,E2-E3,P2B,P3B,3042.549627,1936.987053,-1.530980,-5.453199,12.938757,True,12.938757
A_H__B_V,best270,135.000000,270.000000,60.000000,350.000000,V,B,E2-E3,P2B,P3B,3145.900677,1839.957204,-1.240833,-5.899579,28.648950,True,28.648950
A_H__B_V,best270,135.000000,270.000000,60.000000,355.000000,V,B,E2-E3,P2B,P3B,3223.930894,1731.166750,-1.028019,-6.428955,45.742879,True,45.742879
A_H__B_V,best270,135.000000,270.000000,60.000000,0.000000,H,A,E3-E4,P3A,P4A,3528.208963,2190.501520,-0.244648,-4.384862,177.811728,True,177.811728
A_H__B_V,best270,135.000000,270.000000,60.000000,5.000000,H,A,E3-E4,P3A,P4A,3474.951621,2106.752580,-0.376758,-4.723463,-178.810416,True,181.189584
A_H__B_V,best270,135.000000,270.000000,60.000000,10.000000,H,A,E3-E4,P3A,P4A,3402.092206,2019.568623,-0.560812,-5.090561,-174.827110,True,185.172890
A_H__B_V,best270,135.000000,270.000000,60.000000,15.000000,H,A,E3-E4,P3A,P4A,3310.451721,1941.633566,-0.797988,-5.432388,-170.255760,True,189.744240
A_H__B_V,best270,135.000000,270.000000,60.000000,20.000000,H,A,E3-E4,P3A,P4A,3198.713240,1880.766937,-1.096227,-5.709034,-165.296865,True,194.703135
A_H__B_V,best270,135.000000,270.000000,60.000000,25.000000,H,A,E3-E4,P3A,P4A,3064.311086,1837.180246,-1.469076,-5.912698,-160.278498,True,199.721502
A_H__B_V,best270,135.000000,270.000000,60.000000,30.000000,H,A,E3-E4,P3A,P4A,2904.936521,1803.979448,-1.933001,-6.071102,-155.527145,True,204.472855
A_H__B_V,best270,135.000000,270.000000,60.000000,35.000000,H,A,E3-E4,P3A,P4A,2720.041740,1770.615419,-2.504222,-6.233249,-151.261472,True,208.738528
A_H__B_V,best270,135.000000,270.000000,60.000000,40.000000,H,A,E3-E4,P3A,P4A,2511.721477,1727.011521,-3.196304,-6.449829,-147.569204,True,212.430796
A_H__B_V,best270,135.000000,270.000000,60.000000,45.000000,H,A,E3-E4,P3A,P4A,2284.707276,1666.354356,-4.019122,-6.760386,-144.440562,True,215.559438
A_H__B_V,best270,135.000000,270.000000,60.000000,135.000000,H,A,E3-E4,P3A,P4A,1907.819590,858.365515,-5.584987,-12.522288,-163.141670,True,196.858330
A_H__B_V,best270,135.000000,270.000000,60.000000,140.000000,H,A,E3-E4,P3A,P4A,2007.265142,997.701727,-5.143639,-11.215719,-173.363418,True,186.636582
A_H__B_V,best270,135.000000,270.000000,60.000000,145.000000,H,A,E3-E4,P3A,P4A,2073.756343,1152.193442,-4.860579,-9.965226,177.784859,True,177.784859
A_H__B_V,best270,135.000000,270.000000,60.000000,150.000000,H,A,E3-E4,P3A,P4A,2109.086051,1314.295518,-4.713848,-8.821873,170.299525,True,170.299525
A_H__B_V,best270,135.000000,270.000000,60.000000,155.000000,H,A,E3-E4,P3A,P4A,2119.367467,1475.182210,-4.671608,-7.818820,164.150758,True,164.150758
A_H__B_V,best270,135.000000,270.000000,60.000000,160.000000,H,A,E3-E4,P3A,P4A,2113.872261,1624.874308,-4.694159,-6.979338,159.237972,True,159.237972
A_H__B_V,best270,135.000000,270.000000,60.000000,165.000000,H,A,E3-E4,P3A,P4A,2102.446016,1753.354142,-4.741236,-6.318341,155.332731,True,155.332731
A_H__B_V,best270,135.000000,270.000000,60.000000,170.000000,H,A,E3-E4,P3A,P4A,2092.442977,1852.726859,-4.782661,-5.839506,152.078898,True,152.078898
A_H__B_V,best270,135.000000,270.000000,60.000000,175.000000,H,A,E3-E4,P3A,P4A,2086.590521,1919.295637,-4.806989,-5.532896,149.068644,True,149.068644
A_H__B_V,best270,135.000000,270.000000,60.000000,180.000000,H,A,E3-E4,P3A,P4A,2082.676924,1954.264159,-4.823295,-5.376068,145.954484,True,145.954484
A_H__B_V,best270,135.000000,270.000000,60.000000,185.000000,H,A,E3-E4,P3A,P4A,2074.869316,1962.751153,-4.855919,-5.338429,142.538653,True,142.538653
A_H__B_V,best270,135.000000,270.000000,60.000000,190.000000,H,A,E3-E4,P3A,P4A,2055.794647,1951.802475,-4.936139,-5.387016,138.809074,True,138.809074
A_H__B_V,best270,135.000000,270.000000,60.000000,195.000000,H,A,E3-E4,P3A,P4A,2018.588362,1928.243181,-5.094778,-5.492497,134.926777,True,134.926777
A_H__B_V,best270,135.000000,270.000000,60.000000,200.000000,H,A,E3-E4,P3A,P4A,1958.460948,1896.816283,-5.357435,-5.635228,131.179682,True,131.179682
A_H__B_V,best270,135.000000,270.000000,60.000000,205.000000,H,A,E3-E4,P3A,P4A,1873.556542,1858.907691,-5.742397,-5.810577,127.911195,True,127.911195
A_H__B_V,best270,135.000000,270.000000,60.000000,210.000000,H,A,E3-E4,P3A,P4A,1765.010361,1812.314344,-6.260788,-6.031063,125.435798,True,125.435798
A_H__B_V,best270,135.000000,270.000000,60.000000,215.000000,H,A,E3-E4,P3A,P4A,1636.286400,1752.320939,-6.918547,-6.323461,123.969035,True,123.969035
A_H__B_V,best270,135.000000,270.000000,60.000000,220.000000,H,A,E3-E4,P3A,P4A,1492.089821,1673.659137,-7.719834,-6.722393,123.601385,True,123.601385
A_H__B_V,best270,135.000000,270.000000,60.000000,225.000000,H,A,E3-E4,P3A,P4A,1337.275053,1572.416281,-8.671319,-7.264383,124.324712,True,124.324712
A_H__B_V,best270,135.000000,270.000000,60.000000,230.000000,H,A,E3-E4,P3A,P4A,1176.103409,1447.138782,-9.786823,-7.985530,126.097417,True,126.097417
A_H__B_V,best270,135.000000,270.000000,60.000000,235.000000,H,A,E3-E4,P3A,P4A,1011.985945,1298.958729,-11.092244,-8.923826,128.931541,True,128.931541
A_H__B_V,best270,135.000000,270.000000,60.000000,240.000000,H,A,E3-E4,P3A,P4A,847.657879,1131.032025,-12.631321,-10.126235,133.004951,True,133.004951
A_H__B_V,best270,135.000000,270.000000,60.000000,245.000000,H,A,E3-E4,P3A,P4A,685.748886,947.704085,-14.472431,-11.662278,138.847875,True,138.847875
A_H__B_V,best270,135.000000,270.000000,60.000000,250.000000,H,A,E3-E4,P3A,P4A,530.109616,753.719223,-16.708420,-13.651542,147.763440,True,147.763440
A_H__B_V,best270,135.000000,270.000000,60.000000,255.000000,H,A,E3-E4,P3A,P4A,389.641052,553.632961,-19.382439,-16.331295,162.899709,True,162.899709
A_H__B_V,best270,135.000000,270.000000,60.000000,260.000000,H,A,E3-E4,P3A,P4A,290.112826,351.476082,-21.944395,-20.277818,-169.209733,True,190.790267
A_H__B_V,best270,135.000000,270.000000,60.000000,265.000000,H,A,E3-E4,P3A,P4A,284.965289,150.809517,-22.099894,-27.627159,-126.935316,True,233.064684
A_H__B_V,best270,135.000000,270.000000,60.000000,270.000000,H,A,E3-E4,P3A,P4A,385.813360,50.459282,-19.468188,-37.136912,57.456634,False,57.456634
A_H__B_V,best270,135.000000,270.000000,60.000000,275.000000,H,A,E3-E4,P3A,P4A,544.774914,240.457174,-16.471392,-23.574979,89.649735,True,89.649735
A_H__B_V,best270,135.000000,270.000000,60.000000,280.000000,H,A,E3-E4,P3A,P4A,734.265127,426.069622,-13.878675,-18.606122,102.080926,True,102.080926
A_H__B_V,best270,135.000000,270.000000,60.000000,285.000000,H,A,E3-E4,P3A,P4A,945.880231,605.303404,-11.679011,-15.556271,110.719859,True,110.719859
A_H__B_V,best270,135.000000,270.000000,60.000000,290.000000,H,A,E3-E4,P3A,P4A,1177.149565,778.768189,-9.779101,-13.367569,117.857138,True,117.857138
A_H__B_V,best270,135.000000,270.000000,60.000000,295.000000,H,A,E3-E4,P3A,P4A,1426.547757,948.055070,-8.110007,-11.659062,124.356622,True,124.356622
A_H__B_V,best270,135.000000,270.000000,60.000000,300.000000,H,A,E3-E4,P3A,P4A,1691.477356,1115.422774,-6.630410,-10.246943,130.567330,True,130.567330
A_H__B_V,best270,135.000000,270.000000,60.000000,305.000000,H,A,E3-E4,P3A,P4A,1967.261450,1283.129249,-5.318492,-9.030325,136.581923,True,136.581923
A_H__B_V,best270,135.000000,270.000000,60.000000,310.000000,H,A,E3-E4,P3A,P4A,2246.752510,1452.364274,-4.164629,-7.954222,142.351021,True,142.351021
A_H__B_V,best270,135.000000,270.000000,60.000000,315.000000,H,A,E3-E4,P3A,P4A,2520.569215,1622.070946,-3.165761,-6.994337,147.760520,True,147.760520
A_H__B_V,best270,135.000000,270.000000,60.000000,320.000000,H,A,E3-E4,P3A,P4A,2777.995653,1788.189261,-2.321102,-6.147464,152.694371,True,152.694371
A_H__B_V,best270,135.000000,270.000000,60.000000,325.000000,H,A,E3-E4,P3A,P4A,3008.424467,1943.805086,-1.628951,-5.422679,157.078949,True,157.078949
A_H__B_V,best270,135.000000,270.000000,60.000000,330.000000,H,A,E3-E4,P3A,P4A,3203.006179,2080.297450,-1.084578,-4.833225,160.903491,True,160.903491
A_H__B_V,best270,135.000000,270.000000,60.000000,335.000000,H,A,E3-E4,P3A,P4A,3356.012546,2189.086500,-0.679262,-4.390475,164.219426,True,164.219426
A_H__B_V,best270,135.000000,270.000000,60.000000,340.000000,H,A,E3-E4,P3A,P4A,3465.465560,2263.333478,-0.400502,-4.100763,167.128031,True,167.128031
A_H__B_V,best270,135.000000,270.000000,60.000000,345.000000,H,A,E3-E4,P3A,P4A,3532.864641,2299.106726,-0.233194,-3.964551,169.766506,True,169.766506
A_H__B_V,best270,135.000000,270.000000,60.000000,350.000000,H,A,E3-E4,P3A,P4A,3562.223800,2295.971792,-0.161310,-3.976403,172.299007,True,172.299007
A_H__B_V,best270,135.000000,270.000000,60.000000,355.000000,H,A,E3-E4,P3A,P4A,3558.850556,2257.303725,-0.169539,-4.123934,174.912869,True,174.912869
A_H__B_V,best270,135.000000,270.000000,60.000000,0.000000,V,B,E3-E4,P3B,P4B,1628.478915,2177.652557,-6.960091,-4.435962,143.851278,True,143.851278
A_H__B_V,best270,135.000000,270.000000,60.000000,5.000000,V,B,E3-E4,P3B,P4B,1548.754080,2209.914783,-7.396084,-4.308223,145.184718,True,145.184718
A_H__B_V,best270,135.000000,270.000000,60.000000,10.000000,V,B,E3-E4,P3B,P4B,1501.402654,2233.698673,-7.665790,-4.215242,145.287739,True,145.287739
A_H__B_V,best270,135.000000,270.000000,60.000000,15.000000,V,B,E3-E4,P3B,P4B,1484.616616,2234.241539,-7.763447,-4.213131,145.072459,True,145.072459
A_H__B_V,best270,135.000000,270.000000,60.000000,20.000000,V,B,E3-E4,P3B,P4B,1487.356124,2201.718139,-7.747434,-4.340499,145.357558,True,145.357558
A_H__B_V,best270,135.000000,270.000000,60.000000,25.000000,V,B,E3-E4,P3B,P4B,1495.074795,2131.973504,-7.702475,-4.620097,146.601305,True,146.601305
A_H__B_V,best270,135.000000,270.000000,60.000000,30.000000,V,B,E3-E4,P3B,P4B,1494.771211,2025.896352,-7.704239,-5.063389,148.943140,True,148.943140
