theta_deg,phi_deg,element,source_a,source_b,a_h_mag,a_v_mag,b_h_mag,b_v_mag,a_h_phase_deg,a_v_phase_deg,b_h_phase_deg,b_v_phase_deg,xpd_a_as_h_db,xpd_a_as_v_db,xpd_b_as_h_db,xpd_b_as_v_db,ab_pol_corr_mag,ab_pol_orthogonality_db,response_condition_db
70.000000,215.000000,E4,P4A,P4B,1377.798738,2211.967178,1475.719889,2404.055913,-93.867945,-47.669992,-108.627838,-120.088661,-4.111858,4.111858,-4.238813,4.238813,0.902145,0.894478,12.916763
70.000000,220.000000,E1,P1A,P1B,1136.003643,1005.468825,1023.506948,1340.347708,136.937954,40.218358,-159.612157,0.428438,1.060222,-1.060222,-2.342534,2.342534,0.611844,4.267180,6.262186
70.000000,220.000000,E2,P2A,P2B,1095.641847,804.354687,843.165790,1094.962493,105.522686,-37.782441,-148.108919,-44.516996,2.684420,-2.684420,-2.269725,2.269725,0.529866,5.516679,5.126582
70.000000,220.000000,E3,P3A,P3B,1413.654809,1103.466940,2176.970620,801.082216,23.404506,153.769914,85.251454,-1.200752,2.151681,-2.151681,8.683510,-8.683510,0.583732,4.675727,6.276249
70.000000,220.000000,E4,P4A,P4B,1292.620310,2207.867071,1386.129857,2392.283014,-85.993949,-37.712629,-104.320050,-110.081415,-4.650039,4.650039,-4.740173,4.740173,0.918598,0.737487,13.751934
70.000000,225.000000,E1,P1A,P1B,1061.991903,943.672858,1040.068387,1252.068437,139.141479,40.677043,-161.928278,-5.257780,1.025995,-1.025995,-1.611323,1.611323,0.603321,4.389028,6.197562
70.000000,225.000000,E2,P2A,P2B,1041.290626,746.108386,814.314777,1011.480591,106.571967,-44.449399,-152.254080,-46.881084,2.895401,-2.895401,-1.883305,1.883305,0.597389,4.474859,5.986592
70.000000,225.000000,E3,P3A,P3B,1221.532793,1101.460725,2041.898061,841.652655,28.495207,160.276483,90.113337,0.397248,0.898722,-0.898722,7.698023,-7.698023,0.523540,5.621009,5.723247
70.000000,225.000000,E4,P4A,P4B,1193.149851,2178.241588,1279.912828,2361.736465,-78.795720,-28.181580,-100.877231,-100.710280,-5.228221,5.228221,-5.321021,5.321021,0.933684,0.596005,14.676224
70.000000,230.000000,E1,P1A,P1B,975.188113,882.923154,1044.922626,1183.255183,142.064720,40.738735,-163.922330,-11.838168,0.863310,-0.863310,-1.079886,1.079886,0.594060,4.523397,6.178572
70.000000,230.000000,E2,P2A,P2B,969.241800,686.030700,785.415068,933.976685,108.781588,-50.365404,-155.180562,-49.907381,3.001772,-3.001772,-1.504736,1.504736,0.652929,3.702686,6.783308
70.000000,230.000000,E3,P3A,P3B,1022.863131,1092.596900,1889.506447,888.276831,34.118204,167.068867,94.818310,1.139161,-0.572849,0.572849,6.556001,-6.556001,0.463864,6.672196,5.298757
70.000000,230.000000,E4,P4A,P4B,1076.595269,2126.244789,1161.741574,2308.853719,-72.347317,-19.083776,-98.532162,-92.008946,-5.911216,5.911216,-5.965738,5.965738,0.947707,0.466516,15.740936
70.000000,235.000000,E1,P1A,P1B,876.009896,827.178447,1035.958046,1142.067820,145.724560,40.239399,-165.669163,-18.893411,0.498196,-0.498196,-0.846995,0.846995,0.588085,4.611193,6.293821
70.000000,235.000000,E2,P2A,P2B,886.495985,624.962775,755.383963,866.988468,112.274656,-55.670173,-156.882758,-54.013668,3.036452,-3.036452,-1.196911,1.196911,0.695429,3.154947,7.477192
70.000000,235.000000,E3,P3A,P3B,823.025342,1077.392483,1723.351396,938.456928,40.478841,174.038871,99.389525,1.250615,-2.339215,2.339215,5.279190,-5.279190,0.421311,7.507950,5.120674
70.000000,235.000000,E4,P4A,P4B,941.886203,2057.128179,1037.294949,2234.333024,-66.707789,-10.447523,-97.599465,-83.991334,-6.785258,6.785258,-6.664913,6.664913,0.960984,0.345675,17.044995
70.000000,240.000000,E1,P1A,P1B,766.599135,781.389242,1012.455427,1133.131023,150.288819,38.985966,-167.258684,-25.779492,-0.165982,0.165982,-0.978084,0.978084,0.595002,4.509626,6.691668
70.000000,240.000000,E2,P2A,P2B,800.944256,565.193067,723.352631,817.007563,117.279919,-60.496256,-157.392751,-59.424404,3.028109,-3.028109,-1.057520,1.057520,0.725605,2.785999,8.054122
70.000000,240.000000,E3,P3A,P3B,626.609871,1057.225156,1548.061999,991.256039,48.106018,-178.913553,103.892595,0.991301,-4.543405,4.543405,3.872050,-3.872050,0.419660,7.542058,5.302779
70.000000,240.000000,E4,P4A,P4B,789.940438,1976.825799,913.157660,2142.490855,-61.951611,-2.322482,-98.489230,-76.676073,-7.967481,7.967481,-7.407464,7.407464,0.973283,0.235221,18.719935
70.000000,245.000000,E1,P1A,P1B,650.459024,750.685443,975.069586,1156.370035,156.183652,36.857697,-168.796526,-31.798827,-1.244761,1.244761,-1.481224,1.481224,0.629830,4.015528,7.557229
70.000000,245.000000,E2,P2A,P2B,721.039820,509.770716,688.830020,791.280566,124.109137,-64.959137,-156.738223,-65.981400,3.011687,-3.011687,-1.204369,1.204369,0.746121,2.543810,8.545475
70.000000,245.000000,E3,P3A,P3B,438.092995,1033.965304,1368.863167,1046.780762,58.533039,-171.887126,108.449115,0.617137,-7.458793,7.458793,2.330086,-2.330086,0.471340,6.533320,5.896585
70.000000,245.000000,E4,P4A,P4B,623.441579,1890.989656,796.954800,2039.881317,-58.228184,5.227827,-101.708060,-70.100827,-9.637868,9.637868,-8.163424,8.163424,0.983229,0.146910,20.768034
70.000000,250.000000,E1,P1A,P1B,532.638433,739.488817,925.613414,1207.690316,164.310825,33.920448,-170.410935,-36.447217,-2.849982,2.849982,-2.310519,2.310519,0.704358,3.044131,9.079424
70.000000,250.000000,E2,P2A,P2B,655.580032,461.948451,651.759809,795.384059,133.034299,-69.144567,-154.909458,-73.043630,3.040644,-3.040644,-1.729786,1.729786,0.760903,2.373420,9.017000
70.000000,250.000000,E3,P3A,P3B,266.590312,1009.583940,1191.042829,1105.587840,77.254513,-164.986315,113.259354,0.346752,-11.565961,11.565961,0.646683,-0.646683,0.558280,5.062958,6.827471
70.000000,250.000000,E4,P4A,P4B,446.339196,1804.529571,697.584364,1933.843848,-55.935576,12.134065,-107.784035,-64.327005,-12.133980,12.133980,-8.856493,8.856493,0.987807,0.106562,22.166973
70.000000,255.000000,E1,P1A,P1B,421.274261,750.703630,866.721144,1281.149505,176.484037,30.466187,-172.264083,-39.541154,-5.018072,5.018072,-3.394408,3.394408,0.810629,1.823560,11.486510
70.000000,255.000000,E2,P2A,P2B,613.023006,424.838641,612.515989,830.853155,144.009790,-73.061657,-151.841838,-79.688009,3.185055,-3.185055,-2.648137,2.648137,0.771584,2.252340,9.470898
70.000000,255.000000,E3,P3A,P3B,158.453993,985.822163,1019.641401,1168.253219,125.332135,-158.326524,118.639787,0.335870,-15.877908,15.877908,-1.181791,1.181791,0.643432,3.829941,7.833065
70.000000,255.000000,E4,P4A,P4B,263.486241,1721.493306,624.995167,1831.417420,-56.583016,18.326317,-116.981201,-59.437178,-16.302948,16.302948,-9.338214,9.338214,0.982259,0.155481,20.530806
70.000000,260.000000,E1,P1A,P1B,332.052136,785.252533,801.516476,1371.061993,-164.137714,26.917760,-174.566854,-41.166372,-7.476061,7.476061,-4.662893,4.662893,0.915486,0.766962,15.255579
70.000000,260.000000,E2,P2A,P2B,599.610836,401.195920,571.874374,894.797210,156.371624,-76.550880,-147.413270,-85.131391,3.490259,-3.490259,-3.888480,3.888480,0.773630,2.229333,9.741031
70.000000,260.000000,E3,P3A,P3B,225.475911,963.963430,859.556587,1235.172765,-176.010096,-152.035035,125.081393,0.665397,-12.619208,12.619208,-3.149065,3.149065,0.691811,3.200257,8.422065
70.000000,260.000000,E4,P4A,P4B,84.511625,1645.106294,588.253379,1738.760030,-74.606403,23.736362,-128.758121,-55.527038,-25.785550,25.785550,-9.413504,9.413504,0.960923,0.346231,17.058193
70.000000,265.000000,E1,P1A,P1B,293.575928,842.261360,733.415201,1473.023716,-135.758272,23.659944,-177.595575,-41.546886,-9.154529,9.154529,-6.057197,6.057197,0.981692,0.160497,21.903940
70.000000,265.000000,E2,P2A,P2B,616.813471,393.185662,530.990694,981.697728,168.944061,-79.200762,-141.452699,-88.986739,3.911124,-3.911124,-5.337818,5.337818,0.760031,2.383372,9.616801
70.000000,265.000000,E3,P3A,P3B,385.480086,944.715767,716.195863,1306.526309,-153.319717,-146.246536,133.323911,1.345107,-7.785984,7.785984,-5.221727,5.221727,0.685157,3.284199,8.141919
70.000000,265.000000,E4,P4A,P4B,119.178720,1577.864503,591.404158,1661.003382,156.713868,28.298439,-141.516078,-52.692421,-22.437420,22.437420,-8.969723,8.969723,0.919406,0.729857,13.823770
70.000000,270.000000,E1,P1A,P1B,328.899284,919.806700,666.153925,1583.917312,-106.480679,20.929763,178.295276,-40.932936,-8.932673,8.932673,-7.523158,7.523158,0.995428,0.039805,27.721596
70.000000,270.000000,E2,P2A,P2B,660.539627,402.161854,491.406846,1085.563974,-179.314035,-80.393962,-133.756829,-91.203568,4.309960,-4.309960,-6.884284,6.884284,0.730325,2.729671,9.113853
70.000000,270.000000,E3,P3A,P3B,568.551475,928.187253,596.741145,1382.295450,-142.987369,-141.094448,144.373626,2.329089,-4.257316,4.257316,-7.296298,7.296298,0.627494,4.047808,7.094209
70.000000,270.000000,E4,P4A,P4B,296.005676,1521.643278,630.685292,1602.384050,145.096577,31.950069,-153.429909,-51.011121,-14.220256,14.220256,-8.099078,8.099078,0.857473,1.335586,11.206102
70.000000,275.000000,E1,P1A,P1B,422.381064,1015.717747,604.064435,1701.390315,-85.634464,18.819477,172.684144,-39.537977,-7.621372,7.621372,-8.994414,8.994414,0.967613,0.285964,18.891270
70.000000,275.000000,E2,P2A,P2B,723.279128,428.738794,455.096198,1201.063587,-168.795351,-79.533080,-124.117389,-91.885362,4.542263,-4.542263,-8.429256,8.429256,0.691708,3.201543,8.443292
70.000000,275.000000,E3,P3A,P3B,764.623513,913.925269,511.528495,1462.263448,-136.799026,-136.701371,159.156242,3.536139,-1.549261,1.549261,-9.123116,9.123116,0.537923,5.385605,5.751072
70.000000,275.000000,E4,P4A,P4B,470.537936,1477.815032,697.138836,1566.472967,141.920248,34.633719,-163.577681,-50.520275,-9.940509,9.940509,-7.032073,7.032073,0.780624,2.151161,9.149652
70.000000,280.000000,E1,P1A,P1B,546.476986,1127.980936,552.475094,1823.223352,-72.201163,17.339889,165.166639,-37.516105,-6.294598,6.294598,-10.370543,10.370543,0.916600,0.756406,14.414913
70.000000,280.000000,E2,P2A,P2B,797.069353,473.367405,424.545507,1323.682701,-159.313706,-76.298957,-112.371125,-91.157602,4.525955,-4.525955,-9.877193,9.877193,0.652714,3.705544,7.789137
70.000000,280.000000,E3,P3A,P3B,973.358907,900.989279,472.822996,1545.983526,-132.533032,-133.172805,177.276550,4.868864,0.671068,-0.671068,-10.290125,10.290125,0.438257,7.165424,4.454282
70.000000,280.000000,E4,P4A,P4B,639.195671,1447.369519,781.538423,1556.325299,139.486694,36.299363,-172.031142,-51.193631,-7.098912,7.098912,-5.983001,5.983001,0.698580,3.115678,7.566128
70.000000,285.000000,E1,P1A,P1B,685.791502,1254.657668,517.827718,1946.843534,-62.881376,16.478242,155.587771,-34.964401,-5.246663,5.246663,-11.502915,11.502915,0.856717,1.343248,11.704204
70.000000,285.000000,E2,P2A,P2B,875.343151,537.148119,402.829739,1449.545841,-150.424638,-70.757469,-98.495092,-89.114487,4.241686,-4.241686,-11.122209,11.122209,0.619357,4.161179,7.237172
70.000000,285.000000,E3,P3A,P3B,1195.849136,888.038941,487.103325,1632.734729,-129.379433,-130.597305,-164.126692,6.228055,2.584888,-2.584888,-10.505891,10.505891,0.345906,9.220827,3.352977
70.000000,285.000000,E4,P4A,P4B,801.858754,1431.022748,876.944689,1574.389879,136.687899,36.907717,-179.303470,-52.927844,-5.030973,5.030973,-5.082802,5.082802,0.621502,4.131144,6.380061
70.000000,290.000000,E1,P1A,P1B,833.340184,1393.506123,506.735464,2069.133982,-55.666545,16.225530,144.399548,-31.937845,-4.465731,4.465731,-12.220146,12.220146,0.796439,1.976950,9.850474
70.000000,290.000000,E2,P2A,P2B,953.724791,622.285230,393.528549,1575.381373,-141.650959,-63.301871,-82.756837,-85.812579,3.708672,-3.708672,-12.048189,12.048189,0.595336,4.504750,6.813322
70.000000,290.000000,E3,P3A,P3B,1432.709838,873.439554,547.964142,1721.481591,-126.973359,-129.054225,-148.368793,7.522136,4.298508,-4.298508,-9.943005,9.943005,0.273751,11.252896,2.525052
70.000000,290.000000,E4,P4A,P4B,959.636384,1429.293912,978.856728,1622.085201,133.209752,36.434438,174.053994,-55.549099,-3.460297,3.460297,-4.387091,4.387091,0.556676,5.087957,5.525819
70.000000,295.000000,E1,P1A,P1B,985.582527,1541.591186,523.639635,2186.607641,-49.507914,16.579086,132.785424,-28.468059,-3.885524,3.885524,-12.414767,12.414767,0.740125,2.613897,8.503509
70.000000,295.000000,E2,P2A,P2B,1030.428235,731.715627,400.227063,1698.803226,-132.577056,-54.516047,-65.844718,-81.283238,2.973508,-2.973508,-12.556732,12.556732,0.582825,4.689230,6.520926
70.000000,295.000000,E3,P3A,P3B,1683.198910,855.408433,641.922685,1810.830110,-125.129192,-128.628397,-136.474116,8.673704,5.879238,-5.879238,-9.007900,9.007900,0.232007,12.689973,2.058224
70.000000,295.000000,E4,P4A,P4B,1114.454224,1442.519752,1084.596595,1699.086379,128.967081,34.876019,167.595258,-58.845480,-2.241191,2.241191,-3.898944,3.898944,0.507453,5.892085,4.943768
70.000000,300.000000,E1,P1A,P1B,1140.171511,1695.122522,568.686704,2295.907323,-43.844749,17.535045,122.141089,-24.579730,-3.444618,3.444618,-12.121626,12.121626,0.689955,3.223582,7.498401
70.000000,300.000000,E2,P2A,P2B,1106.521177,867.876809,425.540459,1818.792597,-122.885297,-45.016205,-48.787534,-75.550921,2.110033,-2.110033,-12.616846,12.616846,0.582077,4.700396,6.353791
70.000000,300.000000,E3,P3A,P3B,1944.619275,832.247014,757.436459,1898.951293,-123.749085,-129.430705,-127.761617,9.625809,7.371647,-7.371647,-7.983352,7.983352,0.224872,12.961301,2.009423
70.000000,300.000000,E4,P4A,P4B,1268.553705,1470.758794,1192.738825,1802.529486,123.988239,32.257433,161.000933,-62.616525,-1.284652,1.284652,-3.586740,3.586740,0.474104,6.482525,4.579791
70.000000,305.000000,E1,P1A,P1B,1294.924501,1849.636070,638.093272,2394.479968,-38.364997,19.081857,113.348975,-20.300869,-3.096837,3.096837,-11.486541,11.486541,0.647276,3.778210,6.751147
70.000000,305.000000,E2,P2A,P2B,1185.920928,1031.109659,470.194740,1936.058110,-112.386322,-35.309636,-32.583211,-68.652957,1.215018,-1.215018,-12.292812,12.292812,0.590744,4.572013,6.296168
70.000000,305.000000,E3,P3A,P3B,2211.967217,802.731625,886.897500,1983.445125,-122.784624,-131.624080,-121.280567,10.348993,8.804166,-8.804166,-6.990935,6.990935,0.244721,12.226560,2.279779
70.000000,305.000000,E4,P4A,P4B,1423.710933,1513.529729,1302.713670,1926.438263,118.375010,28.638778,154.066039,-66.719967,-0.531383,0.531383,-3.398123,3.398123,0.455203,6.835902,4.386167
70.000000,310.000000,E1,P1A,P1B,1447.276837,2000.484711,726.293544,2481.208811,-32.892307,21.199736,106.621533,-15.665361,-2.811673,2.811673,-10.671023,10.671023,0.613324,4.246208,6.218695
70.000000,310.000000,E2,P2A,P2B,1274.799316,1218.496068,532.869389,2052.898717,-101.052783,-25.712552,-17.816654,-60.657400,0.392354,-0.392354,-11.714935,11.714935,0.604608,4.370528,6.323285
70.000000,310.000000,E3,P3A,P3B,2477.946383,766.772928,1024.987448,2061.153897,-122.216790,-135.452862,-116.330517,10.846931,10.188503,-10.188503,-6.067837,6.067837,0.278318,11.109169,2.696211
70.000000,310.000000,E4,P4A,P4B,1580.263080,1569.369236,1414.488200,2061.669179,112.271606,24.114812,146.684928,-71.098082,0.060085,-0.060085,-3.272393,3.272393,0.448598,6.962854,4.322382
70.000000,315.000000,E1,P1A,P1B,1594.049334,2143.484953,827.532177,2556.805219,-27.329089,23.865833,101.803743,-10.708699,-2.572374,2.572374,-9.798255,9.798255,0.589321,4.592957,5.877363
70.000000,315.000000,E2,P2A,P2B,1380.165250,1423.742478,610.782723,2172.363430,-89.032049,-16.343361,-4.580317,-51.673034,-0.270007,0.270007,-11.020915,11.020915,0.619600,4.157771,6.407758
70.000000,315.000000,E3,P3A,P3B,2733.472588,726.461643,1167.052804,2128.003567,-122.042802,-141.260774,-112.475686,11.155421,11.510041,-11.510041,-5.217637,5.217637,0.315994,10.006419,3.147381
70.000000,315.000000,E4,P4A,P4B,1736.247286,1635.313937,1528.184124,2196.585170,105.830796,18.801183,138.838635,-75.779944,0.520209,-0.520209,-3.151447,3.151447,0.451825,6.900590,4.355269
70.000000,320.000000,E1,P1A,P1B,1731.576294,2275.510471,936.283001,2623.829158,-21.625196,27.062055,98.654099,-5.460750,-2.372744,2.372744,-8.950568,8.950568,0.576047,4.790847,5.707627
70.000000,320.000000,E2,P2A,P2B,1507.855759,1638.183919,700.466742,2296.874771,-76.605665,-7.168911,7.353642,-41.845563,-0.720057,0.720057,-10.314996,10.314996,0.633292,3.967915,6.526500
70.000000,320.000000,E3,P3A,P3B,2968.699920,687.455646,1308.352391,2179.031720,-122.266100,-149.441438,-109.455743,11.329015,12.706432,-12.706432,-4.430776,4.430776,0.352795,9.049561,3.584240
70.000000,320.000000,E4,P4A,P4B,1887.036194,1706.568998,1643.516995,2318.542516,99.182498,12.806941,130.581103,-80.867879,0.873128,-0.873128,-2.988817,2.988817,0.462248,6.702508,4.457935
70.000000,325.000000,E1,P1A,P1B,1856.225291,2394.840828,1047.220719,2686.261795,-15.761467,30.780687,96.956541,0.057866,-2.212919,2.212919,-8.182202,8.182202,0.573201,4.833859,5.684270
70.000000,325.000000,E2,P2A,P2B,1660.728846,1852.464436,798.387230,2426.854539,-64.098859,1.930649,18.324501,-31.340550,-0.949023,0.949023,-9.656603,9.656603,0.644859,3.810707,6.662017
70.000000,325.000000,E3,P3A,P3B,3174.432328,660.002211,1444.125437,2208.787094,-122.888587,-160.192603,-107.109797,11.413411,13.642414,-13.642414,-3.690979,3.690979,0.386680,8.252961,3.990651
70.000000,325.000000,E4,P4A,P4B,2025.706492,1776.703438,1759.056443,2416.104891,92.413470,6.201525,122.018792,-86.518297,1.139232,-1.139232,-2.756720,2.756720,0.477187,6.426237,4.607545
70.000000,330.000000,E1,P1A,P1B,1965.153925,2501.165391,1155.371970,2748.590530,-9.745578,35.022073,96.529523,5.828959,-2.094917,2.094917,-7.527764,7.527764,0.579097,4.744977,5.773570
70.000000,330.000000,E2,P2A,P2B,1837.836886,2058.190491,901.322408,2559.965456,-51.791154,11.100504,28.643945,-20.322773,-0.983572,0.983572,-9.067079,9.067079,0.654261,3.684975,6.800381
70.000000,330.000000,E3,P3A,P3B,3343.602376,657.522420,1570.225380,2212.179457,-123.905279,-172.993699,-105.330284,11.408672,14.126081,-14.126081,-2.977167,2.977167,0.417166,7.593814,4.366576
70.000000,330.000000,E4,P4A,P4B,2144.075982,1838.599251,1871.498217,2481.667488,85.561242,-1.010726,113.281655,-92.920673,1.335062,-1.335062,-2.451083,2.451083,0.494106,6.123596,4.783110
70.000000,335.000000,E1,P1A,P1B,2056.916332,2595.281306,1256.548484,2814.459585,-3.618734,39.779841,97.204619,11.817961,-2.019356,2.019356,-7.004315,7.004315,0.590943,4.569085,5.936440
70.000000,335.000000,E2,P2A,P2B,2034.595853,2248.941089,1006.413823,2691.274472,-39.876535,20.462657,38.531548,-8.943460,-0.869998,0.869998,-8.543628,8.543628,0.661664,3.587246,6.931064
70.000000,335.000000,E3,P3A,P3B,3472.389012,690.602001,1683.920731,2185.633307,-125.301851,173.729491,-104.041161,11.234782,14.028011,-14.028011,-2.265113,2.265113,0.444520,7.042181,4.718850
70.000000,335.000000,E4,P4A,P4B,2234.083493,1886.074654,1975.281872,2513.876598,78.618284,-8.897070,104.489822,-100.269345,1.470810,-1.470810,-2.094298,2.094298,0.510803,5.834939,4.964667
70.000000,340.000000,E1,P1A,P1B,2131.457794,2678.623232,1347.799672,2885.152496,2.532110,45.014326,98.808946,17.951776,-1.984698,1.984698,-6.610869,6.610869,0.605557,4.356905,6.133774
70.000000,340.000000,E2,P2A,P2B,2243.309438,2420.419482,1110.829771,2814.224894,-28.471345,30.085124,48.105547,2.661247,-0.660029,0.660029,-8.074226,8.074226,0.667317,3.513354,7.048824
70.000000,340.000000,E3,P3A,P3B,3560.598451,759.731495,1784.386280,2128.231200,-127.055422,161.879069,-103.191443,10.713593,13.417257,-13.417257,-1.530599,1.530599,0.469245,6.572012,5.054713
70.000000,340.000000,E4,P4A,P4B,2289.124199,1915.712673,2062.851536,2518.888682,71.539110,-17.577770,95.723886,-108.716800,1.546780,-1.546780,-1.734820,1.734820,0.525588,5.587093,5.134753
70.000000,345.000000,E1,P1A,P1B,2189.288783,2752.733625,1427.565620,2958.449945,8.567217,50.623364,101.160918,24.109469,-1.989223,1.989223,-6.329363,6.329363,0.620099,4.150780,6.331326
70.000000,345.000000,E2,P2A,P2B,2453.618339,2570.044637,1211.221520,2922.086900,-17.635241,39.971547,57.411400,14.365955,-0.402673,0.402673,-7.649391,7.649391,0.671606,3.457706,7.154273
70.000000,345.000000,E3,P3A,P3B,3611.170379,854.814240,1872.524952,2042.590585,-129.138211,152.474555,-102.755751,9.578800,12.515525,-12.515525,-0.755074,0.755074,0.491766,6.164833,5.376900
70.000000,345.000000,E4,P4A,P4B,2305.113488,1928.135483,2125.670914,2509.303691,64.244468,-27.182524,87.004260,-118.302949,1.551095,-1.551095,-1.441144,1.441144,0.537548,5.391663,5.282826
70.000000,350.000000,E1,P1A,P1B,2230.165467,2818.687734,1495.417241,3028.534052,14.304139,56.426720,104.077408,30.137382,-2.034198,2.034198,-6.129402,6.129402,0.632595,3.977485,6.503810
70.000000,350.000000,E2,P2A,P2B,2653.152078,2696.551027,1303.425367,3009.506643,-7.381671,50.068242,66.467449,26.051547,-0.140930,0.140930,-7.268183,7.268183,0.675016,3.413722,7.251480
70.000000,350.000000,E3,P3A,P3B,3628.997567,961.285427,1950.094007,1935.372360,-131.522154,145.434224,-102.734882,7.520031,11.538686,-11.538686,0.065820,-0.065820,0.512264,5.810129,5.680448
70.000000,350.000000,E4,P4A,P4B,2281.296158,1927.995573,2155.906395,2500.048389,56.621557,-37.790736,78.280332,-128.882703,1.461513,-1.461513,-1.286370,1.286370,0.546957,5.240939,5.412304
70.000000,355.000000,E1,P1A,P1B,2252.073403,2876.531664,1551.529310,3087.317247,19.548815,62.179382,107.385458,35.884586,-2.125732,2.125732,-5.976425,5.976425,0.642152,3.847249,6.638107
70.000000,355.000000,E2,P2A,P2B,2828.935358,2799.918441,1382.815205,3073.672763,2.320309,60.278786,75.303075,37.601693,0.089553,-0.089553,-6.937870,6.937870,0.677998,3.375426,7.344309
70.000000,355.000000,E3,P3A,P3B,3619.477252,1065.826505,2018.497659,1817.227945,-134.181083,140.126510,-103.150920,4.261714,10.619187,-10.619187,0.912377,-0.912377,0.530576,5.505047,5.951548
70.000000,355.000000,E4,P4A,P4B,2220.906070,1922.475261,2148.517718,2502.170001,48.525856,-49.375780,69.429222,-140.111670,1.253389,-1.253389,-1.323557,1.323557,0.555685,5.103428,5.546105
75.000000,0.000000,E1,P1A,P1B,2434.006448,2774.784174,1703.927653,3069.420536,-151.729631,-109.594580,-77.695448,-141.194402,-1.138150,1.138150,-5.112105,5.112105,0.648896,3.756494,6.734362
75.000000,0.000000,E2,P2A,P2B,3095.346180,2745.815548,1669.227936,3000.469869,-164.474665,-104.892817,-101.389961,-132.482254,1.040757,-1.040757,-5.093473,5.093473,0.680879,3.338602,7.434376
75.000000,0.000000,E3,P3A,P3B,3580.131030,1180.703554,2039.847166,1746.957169,41.298122,-59.504568,80.016291,-174.548533,9.635161,-9.635161,1.346307,-1.346307,0.546057,5.255242,6.168612
75.000000,0.000000,E4,P4A,P4B,2096.303342,1957.395177,1912.275130,2665.716818,-144.686381,112.885935,-116.265152,30.538189,0.595512,-0.595512,-2.885273,2.885273,0.566989,4.928512,5.722346
75.000000,5.000000,E1,P1A,P1B,2406.471901,2809.373122,1741.317115,3069.831945,-148.658614,-105.517677,-74.943039,-137.103157,-1.344573,1.344573,-4.924735,4.924735,0.653832,3.690673,6.806704
75.000000,5.000000,E2,P2A,P2B,3201.511002,2802.189070,1714.886781,3015.711742,-155.407326,-94.522166,-92.320421,-121.312272,1.157151,-1.157151,-4.903087,4.903087,0.683415,3.306309,7.516882
75.000000,5.000000,E3,P3A,P3B,3527.995450,1261.996518,2101.315370,1644.376544,39.003596,-61.668919,79.415656,-178.603283,8.929397,-8.929397,2.129799,-2.129799,0.555742,5.102536,6.278806
75.000000,5.000000,E4,P4A,P4B,1982.242985,1963.512048,1832.341781,2681.808769,-154.844821,99.968225,-126.252890,18.989445,0.082466,-0.082466,-3.308426,3.308426,0.585024,4.656532,5.989068
75.000000,10.000000,E1,P1A,P1B,2347.875758,2832.579473,1762.942448,3045.756166,-146.317463,-102.118213,-72.202096,-133.428748,-1.630140,1.630140,-4.749140,4.749140,0.657934,3.636359,6.867596
75.000000,10.000000,E2,P2A,P2B,3261.639801,2841.977157,1735.779962,3014.105647,-146.649027,-84.540743,-83.319061,-110.603473,1.196308,-1.196308,-4.793276,4.793276,0.685707,3.277229,7.589719
75.000000,10.000000,E3,P3A,P3B,3456.567384,1329.486642,2148.618530,1562.804927,36.549310,-64.229267,78.427886,176.539624,8.299221,-8.299221,2.765091,-2.765091,0.559205,5.048586,6.284486
75.000000,10.000000,E4,P4A,P4B,1863.879907,1978.008665,1729.977256,2690.912167,-165.843162,86.854078,-137.030607,7.784093,-0.516205,0.516205,-3.837183,3.837183,0.610645,4.284229,6.352676
75.000000,15.000000,E1,P1A,P1B,2256.876276,2843.665708,1767.754940,2998.672517,-144.657030,-99.412085,-69.504798,-130.075693,-2.007416,2.007416,-4.590140,4.590140,0.662464,3.576748,6.935907
75.000000,15.000000,E2,P2A,P2B,3277.512674,2863.664078,1734.590936,2995.627827,-138.150175,-75.081412,-74.366070,-100.457351,1.172446,-1.172446,-4.745816,4.745816,0.687681,3.252265,7.650642
75.000000,15.000000,E3,P3A,P3B,3364.228113,1386.388120,2176.205397,1505.184053,33.993155,-67.336098,77.105214,171.349527,7.700012,-7.700012,3.202205,-3.202205,0.554686,5.119054,6.172843
75.000000,15.000000,E4,P4A,P4B,1753.274277,2001.115788,1619.719434,2681.378585,-177.565164,73.891194,-148.762567,-2.960708,-1.148447,1.148447,-4.378367,4.378367,0.642027,3.848933,6.793328
75.000000,20.000000,E1,P1A,P1B,2134.519532,2842.324842,1754.628649,2931.925501,-143.587043,-97.328556,-66.872139,-126.935560,-2.487472,2.487472,-4.459354,4.459354,0.668547,3.497366,7.029294
75.000000,20.000000,E2,P2A,P2B,3253.588114,2864.361331,1714.932273,2958.305833,-129.903825,-66.244484,-65.511394,-90.938621,1.106695,-1.106695,-4.735922,4.735922,0.689473,3.229658,7.702485
75.000000,20.000000,E3,P3A,P3B,3248.336447,1435.837803,2178.696164,1468.557694,31.414568,-71.002348,75.526306,166.315402,7.091112,-7.091112,3.426113,-3.426113,0.540899,5.337677,5.942880
75.000000,20.000000,E4,P4A,P4B,1657.836212,2029.910490,1516.358325,2644.118525,170.297628,61.436405,-161.405361,-13.208071,-1.758705,1.758705,-4.829582,4.829582,0.675085,3.412831,7.267832
75.000000,25.000000,E1,P1A,P1B,1984.018205,2828.455553,1722.555143,2849.376660,-143.010271,-95.755606,-64.314549,-123.928714,-3.080074,3.080074,-4.371535,4.371535,0.676983,3.388439,7.161795
