summary_type,assignment,scope,phi_start_deg,phi_width_deg,theta_deg,basis,feed,baseline,valid_count,slope_abs_p95_deg_per_deg,slope_abs_max_deg_per_deg,curvature_rms_deg_per_deg2,curvature_abs_max_deg_per_deg2,hv_pdoa_delta_bias_median_deg,hv_pdoa_delta_rms_deg,hv_pdoa_delta_p95_abs_deg,hv_pdoa_delta_max_abs_deg,hv_pdoa_residual_rms_after_bias_deg,hv_pdoa_residual_p95_abs_after_bias_deg,hv_pdoa_residual_max_abs_after_bias_deg,azimuth_error_rms_equiv_deg,azimuth_error_p95_abs_equiv_deg,azimuth_error_max_abs_equiv_deg,azimuth_error_sample_count,phase_residual_p95_target_deg,phase_residual_target_pass,curve_count,hv_residual_p95_abs_avg_deg,hv_residual_p95_abs_max_deg,azimuth_error_p95_abs_avg_equiv_deg,azimuth_error_p95_abs_max_equiv_deg
hv_pdoa_consistency,A_V__B_H,best270,135.000000,270.000000,90.000000,H_vs_V,B/A,E1-E2,54,,,,,25.099921,41.107197,82.542010,89.333313,42.418284,91.033666,104.301056,26.925203,53.027740,86.847444,46,10.000000,False,,,,,
smoothness,A_V__B_H,best270,135.000000,270.000000,90.000000,H,B,E2-E3,55,2.453471,21.088337,0.718548,3.834592,,,,,,,,,,,,,,,,,,
smoothness,A_V__B_H,best270,135.000000,270.000000,90.000000,V,A,E2-E3,53,11.034559,13.361297,0.557961,1.856433,,,,,,,,,,,,,,,,,,
hv_pdoa_consistency,A_V__B_H,best270,135.000000,270.000000,90.000000,H_vs_V,B/A,E2-E3,53,,,,,207.887036,132.635694,166.891901,179.553954,75.762656,131.875570,136.143273,65.407144,147.708645,208.050468,49,10.000000,False,,,,,
smoothness,A_V__B_H,best270,135.000000,270.000000,90.000000,H,B,E3-E4,55,5.772431,22.891738,0.738481,3.793480,,,,,,,,,,,,,,,,,,
smoothness,A_V__B_H,best270,135.000000,270.000000,90.000000,V,A,E3-E4,54,2.892827,13.727094,0.358126,1.810745,,,,,,,,,,,,,,,,,,
hv_pdoa_consistency,A_V__B_H,best270,135.000000,270.000000,90.000000,H_vs_V,B/A,E3-E4,54,,,,,24.268583,41.717329,93.493139,104.224275,35.828274,69.224556,79.955692,37.990360,86.350326,89.564915,48,10.000000,False,,,,,
smoothness,A_V__B_H,best270,135.000000,270.000000,90.000000,H,B,E4-E1,55,6.920048,9.336471,0.247413,0.754968,,,,,,,,,,,,,,,,,,
smoothness,A_V__B_H,best270,135.000000,270.000000,90.000000,V,A,E4-E1,55,2.701693,2.814386,0.053396,0.161079,,,,,,,,,,,,,,,,,,
hv_pdoa_consistency,A_V__B_H,best270,135.000000,270.000000,90.000000,H_vs_V,B/A,E4-E1,55,,,,,159.771613,146.655428,173.763634,179.654475,55.158086,120.014304,175.487774,26.060229,48.848694,81.022019,44,10.000000,False,,,,,
hv_pdoa_consistency_aggregate,A_H__B_V,best270,,,,,,,,,,,,,,,,,,,,,,,10.000000,False,24,86.158524,151.258964,53.953650,110.130082
hv_pdoa_consistency_aggregate,A_H__B_V,full360,,,,,,,,,,,,,,,,,,,,,,,10.000000,False,24,113.038621,169.045490,72.185802,229.859542
hv_pdoa_consistency_aggregate,A_V__B_H,best270,,,,,,,,,,,,,,,,,,,,,,,10.000000,False,24,118.728827,163.371731,83.321420,147.708645
hv_pdoa_consistency_aggregate,A_V__B_H,full360,,,,,,,,,,,,,,,,,,,,,,,10.000000,False,24,131.367749,175.210245,91.771148,210.811511
