index,candidate,elapsed_s,rationale,worst_return_db,isolation_db,worst_return_expr,worst_coupling_expr,x_return_worst_db,y_return_worst_db,xy_return_balance_db,same_element_xy_isolation_db,same_feed_inter_element_isolation_db,patch_side_mm,port_width_mm,dualpol_slotcoupled_enabled,feed_substrate_h_mm,slot_coupled_aperture_length_a_mm,slot_coupled_aperture_length_b_mm,slot_coupled_aperture_width_mm,slot_coupled_offset_a_mm,slot_coupled_offset_b_mm,slot_coupled_aperture_center_a_v_mm,slot_coupled_aperture_center_b_u_mm,slot_coupled_feedline_length_mm,slot_coupled_feedline_width_mm,slot_coupled_feedline_offset_a_v_mm,slot_coupled_feedline_offset_b_u_mm,dualpol_parasitic_enabled,parasitic_side_mm,air_gap_mm,isolation_slot_enabled,isolation_slot_length_mm,isolation_slot_width_mm,isolation_slot_inner_mm,score,slot_coupled_stub_enabled,slot_coupled_stub_length_mm,slot_coupled_stub_width_mm,slot_coupled_stub_offset_mm,slot_coupled_stub_side_sign,slot_coupled_stub2_enabled,slot_coupled_stub2_length_mm,slot_coupled_stub2_width_mm,slot_coupled_stub2_offset_mm,slot_coupled_stub2_side_sign,slot_coupled_step_enabled,slot_coupled_step_length_mm,slot_coupled_step_width_mm,slot_coupled_b_feed_layer_offset_mm,slot_coupled_bridge_enabled,slot_coupled_bridge_gap_mm,slot_coupled_bridge_offset_mm,slot_coupled_bridge_width_mm,slot_coupled_bridge_resonator_width_mm,slot_coupled_bridge_overhang_mm,slot_coupled_a_resonator_length_mm,slot_coupled_a_resonator_width_mm,slot_coupled_shield_via_enabled,slot_coupled_shield_via_count,slot_coupled_shield_via_radius_mm,slot_coupled_shield_via_offset_mm,slot_coupled_shield_via_pitch_mm,weak_coupling_open_line_enabled,weak_coupling_open_line_length_mm,weak_coupling_open_line_width_mm,weak_coupling_open_line_offset_mm,weak_coupling_open_line_gap_mm,slot_coupled_a_neck_enabled,slot_coupled_a_neck_length_mm,slot_coupled_a_neck_width_mm,slot_coupled_shield_via_grounded,slot_coupled_shield_via_top_gap_mm,slot_coupled_underfeed_neutralizer_enabled,slot_coupled_underfeed_neutralizer_length_mm,slot_coupled_underfeed_neutralizer_width_mm,slot_coupled_underfeed_neutralizer_offset_mm,slot_coupled_underfeed_neutralizer_z_offset_mm,slot_coupled_patch_slit_enabled,slot_coupled_patch_slit_length_mm,slot_coupled_patch_slit_width_mm,slot_coupled_patch_slit_angle_deg,slot_coupled_patch_slit_offset_u_mm,slot_coupled_patch_slit_offset_v_mm,slot_coupled_ab_cancel_enabled,slot_coupled_ab_cancel_coupling_length_mm,slot_coupled_ab_cancel_trace_width_mm,slot_coupled_ab_cancel_gap_mm,slot_coupled_ab_cancel_phase_offset_mm,slot_coupled_ab_cancel_side_sign,slot_coupled_ab_cancel_z_offset_mm
204,p9p75_l5p4_w0p66_fw0p78_fl12_ares2p0x1p5_rbridge_gap1p9_qstub4p2_step1p2,70.021740,Back off aperture coupling while keeping the long independent match network.,-4.821339,0.351835,"dB(S(P3A:1,P3A:1))","dB(S(P2B:1,P2A:1))",-4.821339,-4.940185,0.118846,0.351835,46.201247,9.750000,0.500000,1.000000,0.254000,5.400000,5.400000,0.660000,0.000000,0.000000,0.000000,0.000000,12.000000,0.780000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,55.848386,1.000000,4.200000,0.600000,1.150000,1.000000,1.000000,2.000000,0.420000,3.050000,-1.000000,1.000000,1.200000,1.200000,0.000000,1.000000,1.900000,0.020000,0.780000,2.400000,0.800000,2.000000,1.500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,p9p75_l5p2_w0p62_fw0p76_fl12_ares1p8x1p4_rbridge_gap1p8_qstub4p4_step1p2,74.986012,Further reduce aperture coupling to see whether the long-stub return dip deepens.,-5.657678,0.328739,"dB(S(P3A:1,P3A:1))","dB(S(P2A:1,P2B:1))",-5.657678,-5.698094,0.040416,0.328739,42.534989,9.750000,0.500000,1.000000,0.254000,5.200000,5.200000,0.620000,0.000000,0.000000,0.000000,0.000000,12.000000,0.760000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,47.339678,1.000000,4.400000,0.580000,1.150000,1.000000,1.000000,2.100000,0.420000,3.050000,-1.000000,1.000000,1.200000,1.180000,0.000000,1.000000,1.800000,0.020000,0.760000,2.200000,0.750000,1.800000,1.400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,p9p75_l5p6_w0p70_fw0p80_fl14_ares2p2x1p6_rbridge_gap2p0_qstub4p8_step1p2,75.989584,Use a longer 14 mm feed resonator with the compact independent bridge network.,-0.614456,1.507227,"dB(S(P3A:1,P3A:1))","dB(S(P2A:1,P2B:1))",-0.614456,-1.065395,0.450939,1.507227,39.525837,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,14.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,98.003705,1.000000,4.800000,0.600000,1.200000,1.000000,1.000000,2.400000,0.450000,3.300000,-1.000000,1.000000,1.200000,1.250000,0.000000,1.000000,2.000000,0.020000,0.800000,2.600000,0.900000,2.200000,1.600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,p9p75_l5p6_w0p70_fw0p80_fl12_ares2p2x1p6_rbridge_gap2p0_qstub4p0_sameside_step1p2,75.941400,Place both tuning stubs on the same side to move the independent feed zero.,-2.557619,0.336712,"dB(S(P2A:1,P2A:1))","dB(S(P4B:1,P4A:1))",-2.557619,-2.711121,0.153503,0.336712,31.996487,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,12.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,78.562462,1.000000,4.000000,0.650000,1.200000,1.000000,1.000000,2.000000,0.450000,3.000000,1.000000,1.000000,1.200000,1.250000,0.000000,1.000000,2.000000,0.020000,0.800000,2.600000,0.900000,2.200000,1.600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,p9p75_l5p6_w0p70_fw0p80_fl12_ares2p2x1p6_rbridge_gap2p0_qstub4p0_flip_step1p2,75.952147,Flip the primary stub side while preserving the second-stub compensation.,-5.275796,0.516502,"dB(S(P3B:1,P3B:1))","dB(S(P1A:1,P1B:1))",-5.498640,-5.275796,0.222845,0.516502,42.158213,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,12.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,51.429483,1.000000,4.000000,0.650000,1.200000,-1.000000,1.000000,2.000000,0.450000,3.000000,1.000000,1.000000,1.200000,1.250000,0.000000,1.000000,2.000000,0.020000,0.800000,2.600000,0.900000,2.200000,1.600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,p9p75_l5p6_w0p70_fw0p80_fl11p5_ares2p2x1p6_rbridge_gap2p0_qstub4p0_step1p2,69.930775,Fine sweep the open feed resonator slightly shorter than the current best.,-4.604920,0.286252,"dB(S(P1B:1,P1B:1))","dB(S(P3B:1,P3A:1))",-4.787591,-4.604920,0.182672,0.286252,39.464790,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,11.500000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,58.173020,1.000000,4.000000,0.650000,1.200000,1.000000,1.000000,2.000000,0.450000,3.000000,-1.000000,1.000000,1.200000,1.250000,0.000000,1.000000,2.000000,0.020000,0.800000,2.600000,0.900000,2.200000,1.600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,p9p75_l5p6_w0p70_fw0p80_fl12p5_ares2p2x1p6_rbridge_gap2p0_qstub4p0_step1p2,73.949046,Fine sweep the open feed resonator slightly longer than the current best.,-2.323614,0.841137,"dB(S(P2B:1,P2B:1))","dB(S(P1A:1,P1B:1))",-2.475223,-2.323614,0.151609,0.841137,39.106346,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,12.500000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,80.646514,1.000000,4.000000,0.650000,1.200000,1.000000,1.000000,2.000000,0.450000,3.000000,-1.000000,1.000000,1.200000,1.250000,0.000000,1.000000,2.000000,0.020000,0.800000,2.600000,0.900000,2.200000,1.600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,p9p75_l5p6_w0p70_fw0p80_fl13_ares2p2x1p6_rbridge_gap2p0_qstub4p0_step1p2,73.951871,Check whether the feed-end resonance continues improving beyond 12.5 mm.,-3.126458,0.780912,"dB(S(P3A:1,P3A:1))","dB(S(P2A:1,P2B:1))",-3.126458,-3.334158,0.207700,0.780912,38.813696,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,13.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,72.760366,1.000000,4.000000,0.650000,1.200000,1.000000,1.000000,2.000000,0.450000,3.000000,-1.000000,1.000000,1.200000,1.250000,0.000000,1.000000,2.000000,0.020000,0.800000,2.600000,0.900000,2.200000,1.600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,p9p75_l5p6_w0p70_fw0p80_fl12_ares2p2x1p6_rbridge_gap2p0_qstub3p8_step1p2,69.920383,Trim primary stub length below 4.0 mm around the feed_len 12 mm optimum.,-3.203564,0.402995,"dB(S(P1B:1,P1B:1))","dB(S(P3B:1,P3A:1))",-3.592206,-3.203564,0.388642,0.402995,33.217671,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,12.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,72.540145,1.000000,3.800000,0.650000,1.200000,1.000000,1.000000,2.000000,0.450000,3.000000,-1.000000,1.000000,1.200000,1.250000,0.000000,1.000000,2.000000,0.020000,0.800000,2.600000,0.900000,2.200000,1.600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,p9p75_l5p6_w0p70_fw0p80_fl12_ares2p2x1p6_rbridge_gap2p0_qstub4p1_step1p2,73.913335,Trim primary stub length just above 4.0 mm around the current best.,-3.896758,0.392650,"dB(S(P2A:1,P2A:1))","dB(S(P4B:1,P4A:1))",-3.896758,-3.909211,0.012453,0.392650,44.597195,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,12.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,64.860997,1.000000,4.100000,0.650000,1.200000,1.000000,1.000000,2.000000,0.450000,3.000000,-1.000000,1.000000,1.200000,1.250000,0.000000,1.000000,2.000000,0.020000,0.800000,2.600000,0.900000,2.200000,1.600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,p9p75_l5p6_w0p70_fw0p80_fl12_ares2p2x1p6_rbridge_gap1p8_qstub4p0_step1p2,71.933301,Narrow the independent overbridge gap to improve same-element isolation while holding the match network.,-4.132939,0.416088,"dB(S(P4B:1,P4B:1))","dB(S(P3B:1,P3A:1))",-4.347684,-4.132939,0.214745,0.416088,41.282912,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,12.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,62.892059,1.000000,4.000000,0.650000,1.200000,1.000000,1.000000,2.000000,0.450000,3.000000,-1.000000,1.000000,1.200000,1.250000,0.000000,1.000000,1.800000,0.020000,0.800000,2.400000,0.800000,2.200000,1.550000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,p9p75_l5p6_w0p70_fw0p80_fl12_ares2p2x1p6_rbridge_gap2p2_qstub4p0_step1p2,70.051663,Widen the independent overbridge gap to reduce loading around the best match point.,-2.385071,0.598505,"dB(S(P2B:1,P2B:1))","dB(S(P3B:1,P3A:1))",-2.837984,-2.385071,0.452913,0.598505,39.199567,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,12.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,80.755863,1.000000,4.000000,0.650000,1.200000,1.000000,1.000000,2.000000,0.450000,3.000000,-1.000000,1.000000,1.200000,1.250000,0.000000,1.000000,2.200000,0.020000,0.800000,2.800000,1.000000,2.200000,1.600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,p9p75_l5p2_w0p62_fw0p76_fl11p5_ares1p8x1p4_rbridge_gap1p8_qstub4p4_step1p2,71.983202,Fine sweep the smaller-aperture positive point with a slightly shorter feed resonator.,-5.591479,0.289335,"dB(S(P4B:1,P4B:1))","dB(S(P3B:1,P3A:1))",-5.742996,-5.591479,0.151518,0.289335,46.176665,9.750000,0.500000,1.000000,0.254000,5.200000,5.200000,0.620000,0.000000,0.000000,0.000000,0.000000,11.500000,0.760000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,48.243582,1.000000,4.400000,0.580000,1.150000,1.000000,1.000000,2.100000,0.420000,3.050000,-1.000000,1.000000,1.200000,1.180000,0.000000,1.000000,1.800000,0.020000,0.760000,2.200000,0.750000,1.800000,1.400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,p9p75_l5p2_w0p62_fw0p76_fl12p5_ares1p8x1p4_rbridge_gap1p8_qstub4p4_step1p2,73.029017,Fine sweep the smaller-aperture positive point with a slightly longer feed resonator.,-4.855377,0.354325,"dB(S(P3A:1,P3A:1))","dB(S(P1A:1,P1B:1))",-4.855377,-5.103898,0.248521,0.354325,43.308482,9.750000,0.500000,1.000000,0.254000,5.200000,5.200000,0.620000,0.000000,0.000000,0.000000,0.000000,12.500000,0.760000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,55.766106,1.000000,4.400000,0.580000,1.150000,1.000000,1.000000,2.100000,0.420000,3.050000,-1.000000,1.000000,1.200000,1.180000,0.000000,1.000000,1.800000,0.020000,0.760000,2.200000,0.750000,1.800000,1.400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,p9p75_l5p2_w0p62_fw0p76_fl12_ares1p8x1p4_rbridge_gap1p8_qstub4p0_step1p2,73.949629,Shorten the main stub on the smaller-aperture matched branch.,-5.059546,0.580793,"dB(S(P3A:1,P3A:1))","dB(S(P1A:1,P1B:1))",-5.059546,-5.231227,0.171681,0.580793,41.789393,9.750000,0.500000,1.000000,0.254000,5.200000,5.200000,0.620000,0.000000,0.000000,0.000000,0.000000,12.000000,0.760000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,53.457501,1.000000,4.000000,0.580000,1.150000,1.000000,1.000000,2.100000,0.420000,3.050000,-1.000000,1.000000,1.200000,1.180000,0.000000,1.000000,1.800000,0.020000,0.760000,2.200000,0.750000,1.800000,1.400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,p9p75_l5p2_w0p62_fw0p76_fl12_ares1p8x1p4_rbridge_gap1p8_qstub4p8_step1p2,75.989563,Lengthen the main stub on the smaller-aperture matched branch.,-4.121316,0.600189,"dB(S(P2A:1,P2A:1))","dB(S(P4B:1,P4A:1))",-4.121316,-4.231996,0.110680,0.600189,45.506719,9.750000,0.500000,1.000000,0.254000,5.200000,5.200000,0.620000,0.000000,0.000000,0.000000,0.000000,12.000000,0.760000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,62.708107,1.000000,4.800000,0.580000,1.150000,1.000000,1.000000,2.100000,0.420000,3.050000,-1.000000,1.000000,1.200000,1.180000,0.000000,1.000000,1.800000,0.020000,0.760000,2.200000,0.750000,1.800000,1.400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,p9p75_l5p0_w0p58_fw0p74_fl12_ares1p7x1p3_rbridge_gap1p7_qstub4p4_step1p1,75.962656,Try a further relaxed aperture on the independent long-stub feed.,-6.745292,0.345915,"dB(S(P1B:1,P1B:1))","dB(S(P3B:1,P3A:1))",-6.841009,-6.745292,0.095717,0.345915,48.354653,9.750000,0.500000,1.000000,0.254000,5.000000,5.000000,0.580000,0.000000,0.000000,0.000000,0.000000,12.000000,0.740000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,36.565554,1.000000,4.400000,0.550000,1.100000,1.000000,1.000000,2.100000,0.400000,3.000000,-1.000000,1.000000,1.100000,1.120000,0.000000,1.000000,1.700000,0.020000,0.740000,2.100000,0.700000,1.700000,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,p9p75_l5p0_w0p58_fw0p74_fl11p8_ares1p7x1p3_rbridge_gap1p7_qstub4p4_step1p1,73.935172,Fine tune the best smaller-aperture branch with a slightly shorter feed resonator.,-6.938641,0.276800,"dB(S(P4B:1,P4B:1))","dB(S(P1A:1,P1B:1))",-7.025253,-6.938641,0.086613,0.276800,46.261417,9.750000,0.500000,1.000000,0.254000,5.000000,5.000000,0.580000,0.000000,0.000000,0.000000,0.000000,11.800000,0.740000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,34.648418,1.000000,4.400000,0.550000,1.100000,1.000000,1.000000,2.100000,0.400000,3.000000,-1.000000,1.000000,1.100000,1.120000,0.000000,1.000000,1.700000,0.020000,0.740000,2.100000,0.700000,1.700000,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,p9p75_l5p0_w0p58_fw0p74_fl12p2_ares1p7x1p3_rbridge_gap1p7_qstub4p4_step1p1,70.094134,Fine tune the best smaller-aperture branch with a slightly longer feed resonator.,-4.221689,0.272008,"dB(S(P2B:1,P2B:1))","dB(S(P1A:1,P1B:1))",-4.226646,-4.221689,0.004957,0.272008,47.942013,9.750000,0.500000,1.000000,0.254000,5.000000,5.000000,0.580000,0.000000,0.000000,0.000000,0.000000,12.200000,0.740000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,61.657021,1.000000,4.400000,0.550000,1.100000,1.000000,1.000000,2.100000,0.400000,3.000000,-1.000000,1.000000,1.100000,1.120000,0.000000,1.000000,1.700000,0.020000,0.740000,2.100000,0.700000,1.700000,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,p9p75_l5p0_w0p58_fw0p74_fl12_ares1p7x1p3_rbridge_gap1p7_qstub4p0_step1p1,75.963867,Shorten the primary stub around the best smaller-aperture branch.,-6.791428,0.244838,"dB(S(P3A:1,P3A:1))","dB(S(P4B:1,P4A:1))",-6.791428,-7.013704,0.222276,0.244838,47.343285,9.750000,0.500000,1.000000,0.254000,5.000000,5.000000,0.580000,0.000000,0.000000,0.000000,0.000000,12.000000,0.740000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,36.407855,1.000000,4.000000,0.550000,1.100000,1.000000,1.000000,2.100000,0.400000,3.000000,-1.000000,1.000000,1.100000,1.120000,0.000000,1.000000,1.700000,0.020000,0.740000,2.100000,0.700000,1.700000,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,p9p75_l5p0_w0p58_fw0p74_fl12_ares1p7x1p3_rbridge_gap1p7_qstub4p8_step1p1,69.930446,Lengthen the primary stub around the best smaller-aperture branch.,-2.128031,0.634960,"dB(S(P1A:1,P1A:1))","dB(S(P3A:1,P3B:1))",-2.128031,-2.202192,0.074161,0.634960,45.217259,9.750000,0.500000,1.000000,0.254000,5.000000,5.000000,0.580000,0.000000,0.000000,0.000000,0.000000,12.000000,0.740000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,82.550528,1.000000,4.800000,0.550000,1.100000,1.000000,1.000000,2.100000,0.400000,3.000000,-1.000000,1.000000,1.100000,1.120000,0.000000,1.000000,1.700000,0.020000,0.740000,2.100000,0.700000,1.700000,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,p9p75_l4p8_w0p54_fw0p72_fl12_ares1p6x1p2_rbridge_gap1p6_qstub4p4_step1p0,73.920639,Continue reducing aperture coupling to chase the independent-feed return dip.,-6.737323,0.387486,"dB(S(P1B:1,P1B:1))","dB(S(P2A:1,P2B:1))",-6.813897,-6.737323,0.076574,0.387486,45.845935,9.750000,0.500000,1.000000,0.254000,4.800000,4.800000,0.540000,0.000000,0.000000,0.000000,0.000000,12.000000,0.720000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,36.586172,1.000000,4.400000,0.520000,1.050000,1.000000,1.000000,2.100000,0.380000,2.950000,-1.000000,1.000000,1.000000,1.080000,0.000000,1.000000,1.600000,0.020000,0.720000,2.000000,0.650000,1.600000,1.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,p9p75_l4p6_w0p50_fw0p70_fl12_ares1p5x1p1_rbridge_gap1p5_qstub4p4_step1p0,73.976303,Lower aperture coupling one more step to bracket the new return minimum.,-6.930659,0.290017,"dB(S(P4B:1,P4B:1))","dB(S(P2A:1,P2B:1))",-7.110252,-6.930659,0.179593,0.290017,49.067981,9.750000,0.500000,1.000000,0.254000,4.600000,4.600000,0.500000,0.000000,0.000000,0.000000,0.000000,12.000000,0.700000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,34.907583,1.000000,4.400000,0.500000,1.050000,1.000000,1.000000,2.100000,0.360000,2.950000,-1.000000,1.000000,1.000000,1.050000,0.000000,1.000000,1.500000,0.020000,0.700000,1.900000,0.600000,1.500000,1.100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,p9p75_l4p8_w0p54_fw0p72_fl12_ares1p6x1p2_rbridge_gap1p6_qstub4p0_step1p0,73.955946,Test shorter primary stub on the smaller 4.8 mm aperture branch.,-8.097468,0.289686,"dB(S(P3A:1,P3A:1))","dB(S(P1A:1,P1B:1))",-8.097468,-8.309724,0.212256,0.289686,48.380493,9.750000,0.500000,1.000000,0.254000,4.800000,4.800000,0.540000,0.000000,0.000000,0.000000,0.000000,12.000000,0.720000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,23.304985,1.000000,4.000000,0.520000,1.050000,1.000000,1.000000,2.100000,0.380000,2.950000,-1.000000,1.000000,1.000000,1.080000,0.000000,1.000000,1.600000,0.020000,0.720000,2.000000,0.650000,1.600000,1.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,p9p75_l4p8_w0p54_fw0p72_fl12_ares1p6x1p2_rbridge_gap1p6_qstub4p8_step1p0,73.978507,Test longer primary stub on the smaller 4.8 mm aperture branch.,-4.202677,0.248375,"dB(S(P2A:1,P2A:1))","dB(S(P3B:1,P3A:1))",-4.202677,-4.257566,0.054890,0.248375,50.742160,9.750000,0.500000,1.000000,0.254000,4.800000,4.800000,0.540000,0.000000,0.000000,0.000000,0.000000,12.000000,0.720000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,61.958826,1.000000,4.800000,0.520000,1.050000,1.000000,1.000000,2.100000,0.380000,2.950000,-1.000000,1.000000,1.000000,1.080000,0.000000,1.000000,1.600000,0.020000,0.720000,2.000000,0.650000,1.600000,1.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,p9p75_l5p0_w0p58_fw0p74_fl11p6_ares1p7x1p3_rbridge_gap1p7_qstub4p4_step1p1,71.966892,Fine sweep the best low-aperture branch at 11.6 mm feed length.,-6.398232,0.272050,"dB(S(P1B:1,P1B:1))","dB(S(P4B:1,P4A:1))",-6.438859,-6.398232,0.040628,0.272050,46.464572,9.750000,0.500000,1.000000,0.254000,5.000000,5.000000,0.580000,0.000000,0.000000,0.000000,0.000000,11.600000,0.740000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,39.962914,1.000000,4.400000,0.550000,1.100000,1.000000,1.000000,2.100000,0.400000,3.000000,-1.000000,1.000000,1.100000,1.120000,0.000000,1.000000,1.700000,0.020000,0.740000,2.100000,0.700000,1.700000,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,p9p75_l5p0_w0p58_fw0p74_fl11p7_ares1p7x1p3_rbridge_gap1p7_qstub4p4_step1p1,73.990277,Fine sweep the best low-aperture branch at 11.7 mm feed length.,-8.201401,0.293596,"dB(S(P4B:1,P4B:1))","dB(S(P3B:1,P3A:1))",-8.690541,-8.201401,0.489140,0.293596,44.712575,9.750000,0.500000,1.000000,0.254000,5.000000,5.000000,0.580000,0.000000,0.000000,0.000000,0.000000,11.700000,0.740000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,22.817474,1.000000,4.400000,0.550000,1.100000,1.000000,1.000000,2.100000,0.400000,3.000000,-1.000000,1.000000,1.100000,1.120000,0.000000,1.000000,1.700000,0.020000,0.740000,2.100000,0.700000,1.700000,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,p9p75_l5p0_w0p58_fw0p74_fl11p9_ares1p7x1p3_rbridge_gap1p7_qstub4p4_step1p1,73.915117,Fine sweep the best low-aperture branch at 11.9 mm feed length.,-6.167263,0.297426,"dB(S(P3A:1,P3A:1))","dB(S(P1B:1,P1A:1))",-6.167263,-6.396140,0.228878,0.297426,48.069155,9.750000,0.500000,1.000000,0.254000,5.000000,5.000000,0.580000,0.000000,0.000000,0.000000,0.000000,11.900000,0.740000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,42.636414,1.000000,4.400000,0.550000,1.100000,1.000000,1.000000,2.100000,0.400000,3.000000,-1.000000,1.000000,1.100000,1.120000,0.000000,1.000000,1.700000,0.020000,0.740000,2.100000,0.700000,1.700000,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,p9p75_l5p0_w0p58_fw0p74_fl11p8_ares1p7x1p3_rbridge_gap1p7_qstub4p2_step1p1,74.062443,Trim the main stub to 4.2 mm at the current 11.8 mm feed optimum.,-9.253617,0.293868,"dB(S(P4B:1,P4B:1))","dB(S(P1B:1,P1A:1))",-9.512661,-9.253617,0.259043,0.293868,44.981774,9.750000,0.500000,1.000000,0.254000,5.000000,5.000000,0.580000,0.000000,0.000000,0.000000,0.000000,11.800000,0.740000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,11.834978,1.000000,4.200000,0.550000,1.100000,1.000000,1.000000,2.100000,0.400000,3.000000,-1.000000,1.000000,1.100000,1.120000,0.000000,1.000000,1.700000,0.020000,0.740000,2.100000,0.700000,1.700000,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
